ID,Band,AcID,FirstYr,FirstDateBred,LastObsDate,AgeFirstBreed,AgeKnown,Sex,SexInd,Days
A-BC,1453-39131,3723,1991,4/12/1991,7/11/2003,2,N,F,2,4473
WLZ-,1453-39191,3783,1994,2/1/1994,11/10/1994,3,Y,F,2,282
LYZ=,1453-57405,3797,1993,4/10/1993,10/17/1993,2,Y,F,2,190
LYZ=,1453-57405,3797,1993,4/10/1993,10/17/1993,2,Y,F,2,190
LYZ=,1453-57405,3797,1993,4/10/1993,10/17/1993,2,Y,F,2,190
LZ-R,1453-57410,3802,1994,4/9/1994,10/17/1994,2,Y,F,2,191
Y-YM,1453-57412,3804,1993,4/7/1993,3/17/1998,2,N,F,2,1805
B-PC,1453-57434,3826,1994,3/16/1994,2/12/1997,3,N,F,2,1064
W-WM,1453-57437,3829,1993,3/29/1993,5/10/1995,2,N,F,2,772
W-WM,1453-57437,3829,1993,3/29/1993,5/10/1995,2,N,F,2,772
R-WM,1453-57438,3830,2000,4/29/2000,6/14/2001,9,N,F,2,411
Z-OW,1453-63507,3900,1995,5/1/1995,12/13/1997,2,Y,F,2,957
Z-RL,1453-63519,3912,1995,4/25/1995,3/17/1998,2,Y,F,2,1057
Z-RL,1453-63519,3912,1995,4/25/1995,3/17/1998,2,Y,F,2,1057
Z-LG,1453-63525,3918,1996,4/6/1996,4/10/2002,3,Y,F,2,2195
Z-LG,1453-63525,3918,1996,4/6/1996,4/10/2002,3,Y,F,2,2195
Z-LG,1453-63525,3918,1996,4/6/1996,4/10/2002,3,Y,F,2,2195
Z-LY,1453-63535,3927,1996,4/11/1996,1/14/1998,3,Y,F,2,643
Z-LY,1453-63535,3927,1996,4/11/1996,1/14/1998,3,Y,F,2,643
Z-GB,1453-63548,3940,1996,4/3/1996,11/12/2003,3,Y,F,2,2779
Z-FB,1453-63572,3964,1995,4/14/1995,6/11/1997,2,Y,F,2,789
Z-FB,1453-63572,3964,1995,4/14/1995,6/11/1997,2,Y,F,2,789
Z-FB,1453-63572,3964,1995,4/14/1995,6/11/1997,2,Y,F,2,789
Z-GO,1453-63577,3969,1995,4/27/1995,5/14/2001,2,Y,F,2,2209
Z-YO,1453-63578,3970,1996,3/25/1996,5/18/1998,3,Y,F,2,784
Y-GM,1453-63579,3971,1994,3/30/1994,12/13/1997,3,N,F,2,1354
Y-GM,1453-63579,3971,1994,3/30/1994,12/13/1997,3,N,F,2,1354
Z-LB,1453-63588,3980,1996,4/28/1996,9/13/1997,3,Y,F,2,503
Z-FO,1453-63589,3981,1995,5/5/1995,6/15/2000,2,Y,F,2,1868
Z-BL,1453-63591,3983,1994,4/17/1994,1/13/1995,1,Y,F,2,271
Z-WF,1453-63595,3987,1995,4/7/1995,2/15/2005,2,Y,F,2,3602
Z-GF,1453-63597,3989,1995,4/23/1995,8/11/1995,2,Y,F,2,110
Z-GF,1453-63597,3989,1995,4/23/1995,8/11/1995,2,Y,F,2,110
UZ-PY,1453-63618,4010,1994,4/19/1994,6/15/1994,1,Y,F,2,57
UZ-AF,1453-63622,4014,1995,4/7/1995,2/11/2002,2,Y,F,2,2502
Y-FM,1453-63653,4045,1993,4/27/1993,1/14/1998,2,N,F,2,1723
B-WM,1453-63693,4085,1993,3/12/1993,7/15/1993,2,N,F,2,125
B-OM,1453-63698,4090,1994,4/1/1994,4/11/2003,2,N,F,2,3297
B-OM,1453-63698,4090,1994,4/1/1994,4/11/2003,2,N,F,2,3297
B-OM,1453-63698,4090,1994,4/1/1994,4/11/2003,2,N,F,2,3297
Z-OO,1453-63699,4091,1995,4/25/1995,3/13/2001,2,Y,F,2,2149
Z-OO,1453-63699,4091,1995,4/25/1995,3/13/2001,2,Y,F,2,2149
Y-WM,1453-72702,4096,1994,4/2/1994,3/17/1998,2,N,F,2,1445
Y-OM,1453-72705,4099,1994,4/28/1994,7/16/1998,2,N,F,2,1540
Z-BA,1453-72719,4113,1995,5/6/1995,8/10/1996,2,Y,F,2,462
ZP-G,1453-72723,4117,1996,4/27/1996,2/12/2001,2,Y,F,2,1752
ZP-G,1453-72723,4117,1996,4/27/1996,2/12/2001,2,Y,F,2,1752
ZF-W,1453-72749,4143,1997,3/15/1997,9/11/2006,3,Y,F,2,3467
ZB-GU,1453-72860,4254,1996,4/6/1996,8/10/1996,2,Y,F,2,126
ZB-GU,1453-72860,4254,1996,4/6/1996,8/10/1996,2,Y,F,2,126
ZO-YU,1453-72893,4287,1996,4/12/1996,7/12/2001,2,Y,F,2,1917
ZO-YU,1453-72893,4287,1996,4/12/1996,7/12/2001,2,Y,F,2,1917
WZY-K,1453-75688,4295,1997,3/24/1997,10/11/1997,2,Y,F,2,201
WZY-K,1453-75688,4295,1997,3/24/1997,10/11/1997,2,Y,F,2,201
WZY-K,1453-75688,4295,1997,3/24/1997,10/11/1997,2,Y,F,2,201
P-RM,1453-78036,4330,1994,3/14/1994,2/11/2000,2,N,F,2,2160
P-RM,1453-78036,4330,1994,3/14/1994,2/11/2000,2,N,F,2,2160
ZB-G,1453-78037,4331,1997,3/31/1997,7/15/2004,3,Y,F,2,2663
ZB-G,1453-78037,4331,1997,3/31/1997,7/15/2004,3,Y,F,2,2663
ZY-Y,1453-78051,4345,1996,4/8/1996,10/11/1997,2,Y,F,2,551
ZY-Y,1453-78051,4345,1996,4/8/1996,10/11/1997,2,Y,F,2,551
ZY-Y,1453-78051,4345,1996,4/8/1996,10/11/1997,2,Y,F,2,551
R-YM,1453-78058,4352,1995,4/9/1995,10/13/2004,2,N,F,2,3475
Y-AM,1453-78063,4357,1995,4/26/1995,11/13/1999,2,N,F,2,1662
O-RM,1453-78070,4364,1995,4/14/1995,7/11/2003,2,N,F,2,3010
O-RM,1453-78070,4364,1995,4/14/1995,7/11/2003,2,N,F,2,3010
P-FM,1453-78072,4366,1996,4/11/1996,11/12/2002,3,N,F,2,2406
ZW-L,1453-78073,4367,1995,5/4/1995,7/16/1998,1,Y,F,2,1169
ZW-L,1453-78073,4367,1995,5/4/1995,7/16/1998,1,Y,F,2,1169
P-AM,1453-78075,4369,1995,4/9/1995,11/11/2004,2,N,F,2,3504
ZB-LU,1453-78096,4390,1997,5/7/1997,12/13/1997,3,Y,F,2,220
ZB-LU,1453-78096,4390,1997,5/7/1997,12/13/1997,3,Y,F,2,220
O-YM,1453-78105,4399,1995,4/11/1995,5/11/2004,2,N,F,2,3318
ZP-L,1453-78106,4400,1996,3/31/1996,6/14/2004,2,Y,F,2,2997
P-BM,1453-78114,4408,1996,4/4/1996,6/15/2000,3,N,F,2,1533
P-BM,1453-78114,4408,1996,4/4/1996,6/15/2000,3,N,F,2,1533
ZL-L,1453-78141,4435,1996,4/21/1996,1/13/2000,2,Y,F,2,1362
ZL-L,1453-78141,4435,1996,4/21/1996,1/13/2000,2,Y,F,2,1362
ZL-L,1453-78141,4435,1996,4/21/1996,1/13/2000,2,Y,F,2,1362
O-GM,1453-78142,4436,1995,4/28/1995,9/18/1999,2,N,F,2,1604
ZF-L,1453-78146,4439,1996,4/6/1996,6/14/2001,2,Y,F,2,1895
ZW-F,1453-78179,4472,1997,3/13/1997,12/13/1997,3,Y,F,2,275
RZY-,1453-78182,4475,1998,4/3/1998,7/16/1998,3,Y,F,2,104
RZY-,1453-78182,4475,1998,4/3/1998,7/16/1998,3,Y,F,2,104
BZB-,1453-78185,4478,1997,3/28/1997,8/9/2001,2,Y,F,2,1595
LZA-U,1453-78195,4488,1997,4/18/1997,7/10/1997,2,Y,F,2,83
OZF-U,1453-78207,4500,1998,4/25/1998,6/14/2001,3,Y,F,2,1146
OZF-U,1453-78207,4500,1998,4/25/1998,6/14/2001,3,Y,F,2,1146
OZF-U,1453-78207,4500,1998,4/25/1998,6/14/2001,3,Y,F,2,1146
O-LM,1453-78223,4516,1996,4/8/1996,6/14/2004,3,N,F,2,2989
O-LM,1453-78223,4516,1996,4/8/1996,6/14/2004,3,N,F,2,2989
O-LM,1453-78223,4516,1996,4/8/1996,6/14/2004,3,N,F,2,2989
O-AM,1453-78224,4517,1997,4/16/1997,3/13/2001,3,N,F,2,1427
L-YM,1453-78232,4525,1997,3/21/1997,2/18/1998,3,N,F,2,334
L-YM,1453-78232,4525,1997,3/21/1997,2/18/1998,3,N,F,2,334
LZB-,1453-78233,4526,1997,3/10/1997,10/11/1997,2,Y,F,2,215
L-RM,1453-78234,4527,1996,5/1/1996,2/18/1998,2,N,F,2,658
L-BM,1453-78235,4528,1997,3/25/1997,2/18/1998,3,N,F,2,330
L-OM,1453-78248,4541,1996,5/6/1996,4/11/2003,2,N,F,2,2531
L-LM,1453-78249,4542,1996,4/8/1996,3/10/1997,2,N,F,2,336
L-FM,1453-78250,4543,1997,4/28/1997,6/14/2001,3,N,F,2,1508
L-AM,1453-78251,4544,1997,3/21/1997,4/14/1998,3,N,F,2,389
F-WM,1453-78255,4548,1996,4/21/1996,8/16/2007,2,N,F,2,4134
F-WM,1453-78255,4548,1996,4/21/1996,8/16/2007,2,N,F,2,4134
-YZR,1453-78266,4558,1999,3/15/1999,1/13/2000,3,Y,F,2,304
-YZR,1453-78266,4558,1999,3/15/1999,1/13/2000,3,Y,F,2,304
-YZR,1453-78266,4558,1999,3/15/1999,1/13/2000,3,Y,F,2,304
-LZR,1453-78270,4562,1998,4/16/1998,3/13/2007,2,Y,F,2,3253
-LZR,1453-78270,4562,1998,4/16/1998,3/13/2007,2,Y,F,2,3253
-LZR,1453-78270,4562,1998,4/16/1998,3/13/2007,2,Y,F,2,3253
-FZG,1453-78280,4573,1998,5/2/1998,11/14/2006,2,Y,F,2,3118
-FZG,1453-78280,4573,1998,5/2/1998,11/14/2006,2,Y,F,2,3118
-PZY,1453-78286,4579,1999,3/21/1999,6/15/1999,3,Y,F,2,86
-LZB,1453-78296,4588,1998,4/14/1998,7/12/2001,2,Y,F,2,1185
-WZB,1453-78298,4590,1998,4/13/1998,5/10/2000,2,Y,F,2,758
-OZP,1453-78304,4596,1999,3/9/1999,7/19/2007,3,Y,F,2,3054
-OZP,1453-78304,4596,1999,3/9/1999,7/19/2007,3,Y,F,2,3054
-OZP,1453-78304,4596,1999,3/9/1999,7/19/2007,3,Y,F,2,3054
-LZP,1453-78305,4597,1998,4/15/1998,6/13/2002,2,Y,F,2,1520
-FZP,1453-78306,4598,1999,3/30/1999,2/12/2001,3,Y,F,2,685
-FZP,1453-78306,4598,1999,3/30/1999,2/12/2001,3,Y,F,2,685
-OZL,1453-78322,4613,1999,3/18/1999,3/14/2005,3,Y,F,2,2188
-FZO,1453-78330,4621,1999,3/16/1999,4/14/1999,3,Y,F,2,29
-RZW,1453-78349,4640,1999,3/16/1999,9/10/2002,3,Y,F,2,1274
-RZW,1453-78349,4640,1999,3/16/1999,9/10/2002,3,Y,F,2,1274
F-GM,1453-78363,4654,1996,4/9/1996,7/11/1996,2,N,F,2,93
-YZY,1453-78372,4664,1999,3/31/1999,9/11/2000,3,Y,F,2,530
-YZY,1453-78372,4664,1999,3/31/1999,9/11/2000,3,Y,F,2,530
-YZY,1453-78372,4664,1999,3/31/1999,9/11/2000,3,Y,F,2,530
-YZY,1453-78372,4664,1999,3/31/1999,9/11/2000,3,Y,F,2,530
FZB-,1453-78400,4692,1997,3/21/1997,8/10/1997,2,Y,F,2,142
SP-F,1453-78402,4693,1986,4/5/1986,10/11/1997,2,Y,F,2,4207
U-GZA,1513-02448,4698,1999,3/24/1999,10/10/2002,3,Y,F,2,1296
U-GZA,1513-02448,4698,1999,3/24/1999,10/10/2002,3,Y,F,2,1296
WG-C,1513-50116,4713,2001,4/14/2001,5/11/2004,2,Y,F,2,1123
LY-C,1513-50144,4741,2002,3/17/2002,12/10/2002,3,Y,F,2,268
LY-C,1513-50144,4741,2002,3/17/2002,12/10/2002,3,Y,F,2,268
GR-C,1513-50159,4756,2004,3/20/2004,7/19/2007,5,Y,F,2,1216
BR-C,1513-50161,4758,2002,3/20/2002,7/11/2008,3,Y,F,2,2305
BR-C,1513-50161,4758,2002,3/20/2002,7/11/2008,3,Y,F,2,2305
BR-C,1513-50161,4758,2002,3/20/2002,7/11/2008,3,Y,F,2,2305
-ZYR,1513-50172,4769,1999,4/22/1999,7/13/2006,1,Y,F,2,2639
WL-C,1513-50178,4775,2003,4/23/2003,9/10/2003,4,Y,F,2,140
PL-C,1603-17448,4790,2002,3/10/2002,3/13/2007,3,Y,F,2,1829
PL-C,1603-17448,4790,2002,3/10/2002,3/13/2007,3,Y,F,2,1829
LO-C,1513-50196,4793,2001,4/16/2001,3/10/2004,2,Y,F,2,1059
WO-ZU,1513-50246,4798,2001,4/2/2001,8/19/2009,2,Y,F,2,3061
OP-C,1513-50324,4822,2002,3/19/2002,7/11/2003,3,Y,F,2,479
FR-C,1513-50328,4826,2003,3/22/2003,1/14/2004,4,Y,F,2,298
RL-C,1513-50331,4829,2002,3/31/2002,3/14/2012,3,Y,F,2,3636
BG-C,1513-50356,4854,2001,4/14/2001,6/14/2004,2,Y,F,2,1157
WF-C,1513-50361,4859,2002,4/10/2002,11/18/2009,3,Y,F,2,2779
WF-C,1513-50361,4859,2002,4/10/2002,11/18/2009,3,Y,F,2,2779
R-FQ,1513-50372,4870,2001,3/16/2001,7/11/2008,3,N,F,2,2674
R-FQ,1513-50372,4870,2001,3/16/2001,7/11/2008,3,N,F,2,2674
R-FQ,1513-50372,4870,2001,3/16/2001,7/11/2008,3,N,F,2,2674
A-AM,1513-50375,4873,2000,4/1/2000,12/15/2014,2,N,F,2,5371
R-AQ,1513-50376,4874,2002,3/30/2002,7/11/2002,4,N,F,2,103
R-AQ,1513-50376,4874,2002,3/30/2002,7/11/2002,4,N,F,2,103
WA-C,1513-50377,4875,2001,4/14/2001,6/13/2007,2,Y,F,2,2251
R-BQ,1513-50380,4878,2000,4/6/2000,8/9/2001,2,N,F,2,490
-GWC,1513-50718,4918,2002,4/6/2002,12/14/2011,2,Y,F,2,3539
-GWC,1513-50718,4918,2002,4/6/2002,12/14/2011,2,Y,F,2,3539
-RPC,1513-50742,4942,2003,5/1/2003,12/12/2005,3,Y,F,2,956
-RPC,1513-50742,4942,2003,5/1/2003,12/12/2005,3,Y,F,2,956
-OfHC,1513-50781,4982,2002,4/15/2002,3/13/2013,2,Y,F,2,3985
-OfHC,1513-50781,4982,2002,4/15/2002,3/13/2013,2,Y,F,2,3985
-OfHC,1513-50781,4982,2002,4/15/2002,3/13/2013,2,Y,F,2,3985
AB-C,1513-50786,4987,2002,4/25/2002,4/12/2005,3,Y,F,2,1083
-RGC,1513-50789,4990,2004,3/15/2004,9/13/2004,4,Y,F,2,182
O-FC,1513-50793,4994,2002,3/16/2002,6/13/2007,3,N,F,2,1915
O-FC,1513-50793,4994,2002,3/16/2002,6/13/2007,3,N,F,2,1915
G-RQ,1513-50795,4996,2002,3/23/2002,3/13/2008,3,N,F,2,2182
G-GQ,1513-50796,4997,2001,4/11/2001,3/15/2006,2,N,F,2,1799
G-GQ,1513-50796,4997,2001,4/11/2001,3/15/2006,2,N,F,2,1799
U-GRC,1513-50838,5002,2003,4/12/2003,12/12/2005,3,Y,F,2,975
U-GRC,1513-50838,5002,2003,4/12/2003,12/12/2005,3,Y,F,2,975
U-LGC,1603-51824,5003,2003,4/14/2003,11/17/2010,3,Y,F,2,2774
U-LGC,1603-51824,5003,2003,4/14/2003,11/17/2010,3,Y,F,2,2774
FWC-,1513-50918,5021,2003,4/29/2003,9/12/2005,2,Y,F,2,867
BGC-,1513-50925,5028,2004,3/19/2004,12/11/2013,3,Y,F,2,3554
BGC-,1513-50925,5028,2004,3/19/2004,12/11/2013,3,Y,F,2,3554
PBC-,1513-50938,5041,2004,4/15/2004,7/17/2009,3,Y,F,2,1919
BRC-,1513-50980,5083,2004,3/25/2004,5/13/2013,3,Y,F,2,3336
BRC-,1513-50980,5083,2004,3/25/2004,5/13/2013,3,Y,F,2,3336
PLC-,1513-50992,5095,2003,4/23/2003,4/12/2006,2,Y,F,2,1085
PLC-,1513-50992,5095,2003,4/23/2003,4/12/2006,2,Y,F,2,1085
CB-RI,1573-65046,5104,2007,3/31/2007,6/15/2011,1,Y,F,2,1537
CB-RI,1573-65046,5104,2007,3/31/2007,6/15/2011,1,Y,F,2,1537
CY-PI,1573-65060,5105,2006,3/20/2006,12/12/2012,2,Y,F,2,2459
CY-PI,1573-65060,5105,2006,3/20/2006,12/12/2012,2,Y,F,2,2459
O-AQ,1573-65906,5112,2004,4/3/2004,7/11/2008,2,N,F,2,1560
O-AQ,1573-65906,5112,2004,4/3/2004,7/11/2008,2,N,F,2,1560
P-OQ,1573-65907,5113,2004,3/21/2004,4/18/2007,2,N,F,2,1123
O-RQ,1573-65908,5114,2006,4/7/2006,1/14/2009,4,N,F,2,1013
O-RQ,1573-65908,5114,2006,4/7/2006,1/14/2009,4,N,F,2,1013
C-PB,1573-65909,5115,2005,4/15/2005,5/16/2007,2,Y,F,2,761
C-PB,1573-65909,5115,2005,4/15/2005,5/16/2007,2,Y,F,2,761
CH-R,1573-65923,5129,2007,3/27/2007,7/11/2008,3,Y,F,2,472
CH-R,1573-65923,5129,2007,3/27/2007,7/11/2008,3,Y,F,2,472
CH-G,1573-65933,5139,2007,4/1/2007,11/17/2010,3,Y,F,2,1326
CL-B,1573-65956,5162,2006,5/9/2006,3/13/2007,2,Y,F,2,308
CG-P,1573-65959,5165,2006,4/20/2006,8/16/2007,2,Y,F,2,483
CL-P,1573-65973,5180,2007,4/6/2007,4/11/2012,3,Y,F,2,1832
CL-P,1573-65973,5180,2007,4/6/2007,4/11/2012,3,Y,F,2,1832
CL-P,1573-65973,5180,2007,4/6/2007,4/11/2012,3,Y,F,2,1832
CL-P,1573-65973,5180,2007,4/6/2007,4/11/2012,3,Y,F,2,1832
CP-L,1573-65984,5191,2006,4/8/2006,8/16/2010,2,Y,F,2,1591
CP-L,1573-65984,5191,2006,4/8/2006,8/16/2010,2,Y,F,2,1591
CL-L,1573-65986,5193,2006,4/1/2006,3/15/2009,2,Y,F,2,1079
CL-L,1573-65986,5193,2006,4/1/2006,3/15/2009,2,Y,F,2,1079
C-RB,1573-66101,5208,2005,3/31/2005,12/13/2006,2,Y,F,2,622
C-RB,1573-66101,5208,2005,3/31/2005,12/13/2006,2,Y,F,2,622
C-RB,1573-66101,5208,2005,3/31/2005,12/13/2006,2,Y,F,2,622
C-RB,1573-66101,5208,2005,3/31/2005,12/13/2006,2,Y,F,2,622
F-RQ,1573-66250,5209,2004,5/10/2004,8/18/2008,2,N,F,2,1561
F-RQ,1573-66250,5209,2004,5/10/2004,8/18/2008,2,N,F,2,1561
P-FQ,1573-66516,5226,2004,4/7/2004,1/18/2012,2,N,F,2,2842
P-FQ,1573-66516,5226,2004,4/7/2004,1/18/2012,2,N,F,2,2842
P-FQ,1573-66516,5226,2004,4/7/2004,1/18/2012,2,N,F,2,2842
P-FQ,1573-66516,5226,2004,4/7/2004,1/18/2012,2,N,F,2,2842
CR-H,1573-66535,5245,2007,4/3/2007,6/11/2014,3,Y,F,2,2626
L-GQ,1573-66572,5282,2005,4/1/2005,6/13/2007,2,N,F,2,803
L-GQ,1573-66572,5282,2005,4/1/2005,6/13/2007,2,N,F,2,803
CO-B,1573-66574,5284,2006,4/5/2006,5/13/2009,2,Y,F,2,1134
L-BQ,1573-66575,5285,2005,4/2/2005,7/20/2011,2,N,F,2,2300
CR-R,1573-66576,5286,2006,3/29/2006,2/18/2010,2,Y,F,2,1422
L-PQ,1573-66579,5289,2005,3/15/2005,6/17/2015,2,N,F,2,3746
L-PQ,1573-66579,5289,2005,3/15/2005,6/17/2015,2,N,F,2,3746
L-PQ,1573-66579,5289,2005,3/15/2005,6/17/2015,2,N,F,2,3746
RCR-,1573-66591,5301,2008,3/22/2008,10/15/2008,3,Y,F,2,207
GCR-,1573-66592,5302,2007,3/28/2007,6/11/2009,2,Y,F,2,806
CO-O,1573-66593,5303,2006,4/1/2006,6/16/2010,4,Y,F,2,1537
HCR-,1573-66594,5304,2007,3/20/2007,6/17/2015,2,Y,F,2,3011
HCR-,1573-66594,5304,2007,3/20/2007,6/17/2015,2,Y,F,2,3011
HCR-,1573-66594,5304,2007,3/20/2007,6/17/2015,2,Y,F,2,3011
GCO-,1573-97934,5344,2007,3/25/2007,6/13/2007,2,Y,F,2,80
ACL-,1573-97973,5383,2008,3/21/2008,4/16/2014,3,Y,F,2,2217
WCB-,1603-16604,5414,2008,3/30/2008,3/18/2010,3,Y,F,2,718
WCA-,1603-16620,5430,2008,3/26/2008,7/11/2008,3,Y,F,2,107
F-PQ,1603-16635,5445,2007,4/12/2007,4/14/2009,3,N,F,2,733
F-PQ,1603-16635,5445,2007,4/12/2007,4/14/2009,3,N,F,2,733
GCP-,1603-16637,5447,2008,3/27/2008,10/17/2012,3,Y,F,2,1665
GCP-,1603-16637,5447,2008,3/27/2008,10/17/2012,3,Y,F,2,1665
-GCW,1603-16641,5451,2008,3/19/2008,2/16/2011,2,Y,F,2,1064
L-LQ,1603-16643,5453,2006,4/9/2006,7/11/2008,2,N,F,2,824
-RCR,1603-16648,5458,2009,3/23/2009,11/14/2012,3,Y,F,2,1332
L-FQ,1603-16659,5469,2008,3/29/2008,9/14/2011,4,N,F,2,1264
L-FQ,1603-16659,5469,2008,3/29/2008,9/14/2011,4,N,F,2,1264
-WCG,1603-16663,5473,2009,4/11/2009,1/18/2012,3,Y,F,2,1012
A-RQ,1603-16670,5480,2007,4/7/2007,4/13/2011,3,N,F,2,1467
A-RQ,1603-16670,5480,2007,4/7/2007,4/13/2011,3,N,F,2,1467
A-RQ,1603-16670,5480,2007,4/7/2007,4/13/2011,3,N,F,2,1467
-FCH,1603-16678,5488,2008,3/25/2008,2/18/2010,2,Y,F,2,695
A-GQ,1603-17236,5546,2006,4/1/2006,5/16/2007,2,N,F,2,410
A-GQ,1603-17236,5546,2006,4/1/2006,5/16/2007,2,N,F,2,410
-FCF,1603-17239,5549,2010,3/19/2010,9/17/2014,4,Y,F,2,1643
-FCF,1603-17239,5549,2010,3/19/2010,9/17/2014,4,Y,F,2,1643
-GCH,1603-17248,5558,2010,4/15/2010,4/13/2011,4,Y,F,2,363
H-RCG,1603-17271,5581,2010,4/8/2010,4/13/2011,4,Y,F,2,370
H-RCG,1603-17271,5581,2010,4/8/2010,4/13/2011,4,Y,F,2,370
H-LCH,1603-17277,5587,2008,3/28/2008,10/15/2008,2,Y,F,2,201
H-LCH,1603-17277,5587,2008,3/28/2008,10/15/2008,2,Y,F,2,201
H-LCH,1603-17277,5587,2008,3/28/2008,10/15/2008,2,Y,F,2,201
H-LCH,1603-17277,5587,2008,3/28/2008,10/15/2008,2,Y,F,2,201
H-LCH,1603-17277,5587,2008,3/28/2008,10/15/2008,2,Y,F,2,201
F-FQ,1603-17283,5593,2006,4/1/2006,2/14/2007,2,N,F,2,319
A-LQ,1603-17294,5604,2006,4/13/2006,8/18/2008,2,N,F,2,858
-HCL,1603-17405,5615,2009,4/24/2009,6/17/2015,3,Y,F,2,2245
