TERRYR,year_,Count,InABS
MITA05,2005,3808,TRUE
N18E05,2005,9248,TRUE
N7RD05,2005,8493,TRUE
NO1905,2005,6991,FALSE
NPOL05,2005,5703,TRUE
NSWL05,2005,3968,TRUE
NWES05,2005,2213,FALSE
PEWE05,2005,6176,FALSE
PINE05,2005,4942,FALSE
PLAZ05,2005,6295,TRUE
POLA05,2005,2763,TRUE
REED05,2005,6351,TRUE
SAND05,2005,8855,TRUE
SCOB05,2005,4736,TRUE
SCOP05,2005,6965,TRUE
SCRP05,2005,8015,FALSE
SCUT05,2005,5546,TRUE
SFLA05,2005,4575,TRUE
SFLC05,2005,7776,TRUE
SFLS05,2005,6719,TRUE
SFRR05,2005,4297,TRUE
SHIC05,2005,9530,TRUE
SLAK05,2005,6807,TRUE
SPIN05,2005,435,FALSE
SWAL05,2005,4190,FALSE
TP3905,2005,3698,TRUE
TRTL05,2005,2501,TRUE
VALL05,2005,4669,TRUE
WAHO05,2005,8011,TRUE
WCOP05,2005,6962,TRUE
WCUL05,2005,3509,TRUE
WLIN05,2005,3142,TRUE
WSIX05,2005,7856,FALSE
XRDS05,2005,8188,TRUE
ANGL06,2006,3951,TRUE
ANNI06,2006,5427,TRUE
ASPH06,2006,3584,TRUE
BECK06,2006,5496,TRUE
BIGL06,2006,5055,TRUE
BINX06,2006,6296,FALSE
BNCH06,2006,4097,TRUE
BUBO06,2006,4402,TRUE
CACT06,2006,4241,FALSE
CATE06,2006,6521,FALSE
CHIK06,2006,3188,FALSE
CHOP06,2006,4876,FALSE
CLAS06,2006,3161,TRUE
COPS06,2006,6655,TRUE
CRSM06,2006,4608,TRUE
CRSN06,2006,4405,FALSE
CTRN06,2006,5937,TRUE
CURY06,2006,4945,TRUE
DICE06,2006,7679,TRUE
EBAY06,2006,6717,TRUE
FARS06,2006,5625,TRUE
FENC06,2006,3056,FALSE
HEWT06,2006,1329,FALSE
HICE06,2006,5086,TRUE
JERE06,2006,1543,FALSE
LARR06,2006,6046,TRUE
LINX06,2006,3534,FALSE
LOPZ06,2006,4897,TRUE
MATT06,2006,3213,TRUE
MCBY06,2006,3478,FALSE
MERL06,2006,5514,FALSE
MITA06,2006,5500,FALSE
MRGO06,2006,5503,TRUE
N18E06,2006,14524,TRUE
N7RD06,2006,3553,TRUE
NBEN06,2006,4124,TRUE
NCHP06,2006,1061,FALSE
NMBY06,2006,1764,FALSE
NO1906,2006,7277,FALSE
NPOL06,2006,5517,TRUE
NRED06,2006,2797,TRUE
NSWL06,2006,5723,FALSE
NWES06,2006,3061,FALSE
NXRD06,2006,2243,TRUE
PEWE06,2006,4778,FALSE
PINE06,2006,4378,FALSE
PINS06,2006,1289,FALSE
PLAZ06,2006,5729,TRUE
POLA06,2006,4861,TRUE
RAUL06,2006,3377,TRUE
REED06,2006,5808,TRUE
SAND06,2006,8847,TRUE
SCAC06,2006,3015,FALSE
SCOB06,2006,4266,TRUE
SCOP06,2006,4580,TRUE
SCRP06,2006,3201,FALSE
SCUT06,2006,4731,TRUE
SFLA06,2006,3447,TRUE
SFLC06,2006,8264,TRUE
SFLS06,2006,8228,TRUE
SFRR06,2006,5348,TRUE
SHIC06,2006,9276,TRUE
SLAK06,2006,5872,TRUE
SNOP06,2006,2416,TRUE
SPIN06,2006,3493,FALSE
SR7006,2006,3189,TRUE
TP3906,2006,4159,TRUE
TRTL06,2006,5063,TRUE
TWEN06,2006,5480,FALSE
WAHO06,2006,4971,TRUE
WCAC06,2006,2047,FALSE
WCUL06,2006,3937,TRUE
WLIN06,2006,4532,TRUE
WSIX06,2006,4949,FALSE
XRDS06,2006,4659,TRUE
ANGL07,2007,2983,TRUE
ANNI07,2007,3910,TRUE
ASPH07,2007,4841,TRUE
BECK07,2007,2653,TRUE
BIGL07,2007,3051,TRUE
BINX07,2007,3996,FALSE
BNCH07,2007,2494,TRUE
BOBB07,2007,5039,TRUE
BUBO07,2007,5551,TRUE
CACT07,2007,3883,FALSE
CATE07,2007,5089,TRUE
CHET07,2007,4125,TRUE
CHOP07,2007,6394,FALSE
CLAS07,2007,5603,TRUE
COPS07,2007,6190,TRUE
CRSM07,2007,6044,TRUE
CRSN07,2007,4463,FALSE
CTRN07,2007,5795,TRUE
CURY07,2007,6662,TRUE
DICE07,2007,6434,TRUE
EBAY07,2007,6817,TRUE
FARS07,2007,4974,TRUE
FENC07,2007,1786,FALSE
FRED07,2007,1831,TRUE
HEWT07,2007,5637,FALSE
JERE07,2007,3277,FALSE
LARR07,2007,9397,TRUE
LOPZ07,2007,5177,TRUE
MATT07,2007,4067,TRUE
MCBY07,2007,3197,FALSE
MERL07,2007,2817,FALSE
MITA07,2007,4855,TRUE
N7RD07,2007,4323,TRUE
NBEN07,2007,2590,TRUE
NCHP07,2007,2051,FALSE
NMBY07,2007,6162,FALSE
NO1907,2007,4905,TRUE
NSWL07,2007,3287,FALSE
NWES07,2007,2181,FALSE
NXRD07,2007,2069,TRUE
PINE07,2007,5730,FALSE
PINS07,2007,2587,FALSE
PLAZ07,2007,6522,TRUE
POLA07,2007,4246,TRUE
RAUL07,2007,4904,TRUE
REED07,2007,12883,TRUE
ROSE07,2007,1815,TRUE
SAND07,2007,11994,TRUE
SCAC07,2007,3478,FALSE
SCOB07,2007,6791,TRUE
SCOP07,2007,9102,TRUE
SCRP07,2007,2877,FALSE
SCUT07,2007,5375,TRUE
SFLA07,2007,4021,TRUE
SFLC07,2007,4016,TRUE
SFLS07,2007,5059,TRUE
SFRR07,2007,9460,TRUE
SHED07,2007,2308,TRUE
SHIC07,2007,5042,TRUE
SLAK07,2007,7722,TRUE
SNOP07,2007,2784,TRUE
SR7007,2007,3363,TRUE
TP3907,2007,6653,TRUE
TRTL07,2007,4047,TRUE
TWEN07,2007,4787,FALSE
VALL07,2007,3208,TRUE
WAHO07,2007,4586,TRUE
WCAC07,2007,5594,FALSE
WCUL07,2007,4052,TRUE
WLIN07,2007,3283,TRUE
WSIX07,2007,4220,FALSE
WVAL07,2007,1780,TRUE
XRDS07,2007,3705,TRUE
ANGB08,2008,1487,TRUE
ANGL08,2008,4312,TRUE
ANNI08,2008,4619,TRUE
ASPH08,2008,3073,TRUE
ATNT08,2008,2730,TRUE
BECK08,2008,4144,FALSE
BIGL08,2008,4446,TRUE
BINX08,2008,4303,FALSE
BNCH08,2008,1571,TRUE
BOBB08,2008,11040,TRUE
BUBO08,2008,3668,TRUE
CABS08,2008,4034,TRUE
CATE08,2008,5696,FALSE
CHET08,2008,6467,TRUE
CHIK08,2008,4169,FALSE
CHOP08,2008,5760,FALSE
CIRC08,2008,4080,TRUE
CLAS08,2008,5473,TRUE
COPS08,2008,11667,TRUE
CRMB08,2008,2503,TRUE
CRSM08,2008,7350,TRUE
CRSN08,2008,4708,FALSE
CTRN08,2008,2836,TRUE
CURY08,2008,5804,TRUE
DEER08,2008,4497,TRUE
DICE08,2008,5353,TRUE
EAGR08,2008,3528,TRUE
EBAY08,2008,5136,TRUE
FARS08,2008,3798,TRUE
FENC08,2008,2398,FALSE
HEWT08,2008,7593,FALSE
HILD08,2008,4421,TRUE
HTOP08,2008,5216,TRUE
JANW08,2008,2355,TRUE
JERE08,2008,5294,FALSE
LARR08,2008,6840,TRUE
LOPZ08,2008,2970,TRUE
MATT08,2008,1574,TRUE
MERL08,2008,3457,FALSE
MITA08,2008,3724,TRUE
MOLY08,2008,5083,TRUE
N7RD08,2008,4593,TRUE
NASP08,2008,1906,TRUE
NBEN08,2008,5534,TRUE
NCHP08,2008,4186,FALSE
NMBY08,2008,5016,FALSE
NPOL08,2008,3042,TRUE
NSWL08,2008,5677,FALSE
NWES08,2008,3041,FALSE
NWTR08,2008,5289,TRUE
NXRD08,2008,4019,TRUE
PINE08,2008,5142,FALSE
PINS08,2008,2382,FALSE
PLAZ08,2008,6029,TRUE
PMPE08,2008,2913,TRUE
POLA08,2008,4634,TRUE
RATL08,2008,1681,TRUE
RAUL08,2008,4094,TRUE
REED08,2008,7736,TRUE
ROSE08,2008,2240,TRUE
RTHA08,2008,2003,TRUE
SAND08,2008,9064,TRUE
SCAC08,2008,6063,FALSE
SCOB08,2008,4791,TRUE
SCRP08,2008,5937,FALSE
SCTB08,2008,3341,FALSE
SCUT08,2008,4436,TRUE
SFCC08,2008,2669,FALSE
SFLA08,2008,3302,TRUE
SFLS08,2008,3868,TRUE
SFLW08,2008,6759,TRUE
SFRR08,2008,7018,TRUE
SHIC08,2008,3634,TRUE
SLAK08,2008,3188,TRUE
SR7008,2008,3099,TRUE
SWSE08,2008,2609,TRUE
TP3908,2008,9455,TRUE
TRTL08,2008,4708,TRUE
TWEN08,2008,6038,FALSE
VALL08,2008,3232,TRUE
WCAC08,2008,5826,FALSE
WCUL08,2008,1833,TRUE
WLIN08,2008,3908,TRUE
WSIX08,2008,2056,FALSE
WVAL08,2008,2410,TRUE
XRDS08,2008,1939,TRUE
ANGL09,2009,4994,TRUE
ANNI09,2009,4169,TRUE
ATNT09,2009,3125,TRUE
BIGL09,2009,5139,TRUE
BINX09,2009,10151,FALSE
BNCH09,2009,4753,TRUE
BOBB09,2009,5217,TRUE
BUBO09,2009,4946,FALSE
CATB09,2009,4129,FALSE
CATE09,2009,7563,FALSE
CHET09,2009,8491,TRUE
CIRC09,2009,4155,TRUE
CLAS09,2009,3555,TRUE
COPS09,2009,11362,TRUE
CRSM09,2009,9204,TRUE
CRSN09,2009,5031,FALSE
CURY09,2009,5184,TRUE
DEER09,2009,1506,TRUE
DICE09,2009,11957,TRUE
EAGR09,2009,2070,TRUE
EBAY09,2009,7926,TRUE
FARS09,2009,7207,TRUE
FENC09,2009,4030,FALSE
HEWT09,2009,9886,FALSE
HTOP09,2009,5489,TRUE
JANW09,2009,5552,TRUE
LARR09,2009,6804,TRUE
LOPZ09,2009,4849,TRUE
MATT09,2009,4263,TRUE
MERL09,2009,4854,FALSE
MOLY09,2009,6981,TRUE
N7RD09,2009,5325,TRUE
NASP09,2009,4196,TRUE
NBEN09,2009,4621,TRUE
NCHP09,2009,7114,FALSE
NPOL09,2009,3238,TRUE
NSWL09,2009,7511,FALSE
NWES09,2009,2860,FALSE
NWTR09,2009,6458,TRUE
NXRD09,2009,4596,TRUE
PINS09,2009,4792,FALSE
PITA09,2009,7072,TRUE
PLAZ09,2009,6520,TRUE
PMPE09,2009,11243,TRUE
POLA09,2009,4922,TRUE
RATL09,2009,3258,TRUE
RAUL09,2009,6665,TRUE
REED09,2009,8487,TRUE
ROSE09,2009,3604,TRUE
SAND09,2009,11362,TRUE
SCAC09,2009,5157,FALSE
SCOB09,2009,8875,TRUE
SCRP09,2009,4935,FALSE
SCUT09,2009,3450,TRUE
SF9909,2009,7305,TRUE
SFLA09,2009,3175,TRUE
SFLC09,2009,4933,TRUE
SFLS09,2009,3899,TRUE
SFLW09,2009,3814,TRUE
SHIC09,2009,4570,TRUE
SR7009,2009,3521,TRUE
TP1109,2009,2424,TRUE
TP3909,2009,7006,TRUE
TRTL09,2009,4523,TRUE
VALL09,2009,2748,TRUE
WCAC09,2009,5503,FALSE
WCUL09,2009,3142,FALSE
WLIN09,2009,2895,FALSE
WVAL09,2009,5256,TRUE
ANGB10,2010,3940,TRUE
ANGL10,2010,4391,TRUE
ATNT10,2010,3407,TRUE
BIGL10,2010,5453,TRUE
BINX10,2010,4962,FALSE
BNCH10,2010,3862,TRUE
BOBB10,2010,8030,TRUE
BUBO10,2010,4987,TRUE
CABS10,2010,3776,TRUE
CATB10,2010,4485,FALSE
CATE10,2010,5528,FALSE
CHET10,2010,7869,TRUE
CIRC10,2010,4373,TRUE
CLAS10,2010,5723,TRUE
COPS10,2010,8016,TRUE
CRSM10,2010,6004,TRUE
CRSN10,2010,6319,FALSE
CURY10,2010,7880,TRUE
DEER10,2010,5195,TRUE
DICE10,2010,10606,TRUE
EAGR10,2010,2179,TRUE
EBAY10,2010,8081,TRUE
FARS10,2010,3940,TRUE
FENC10,2010,4323,FALSE
FNCY10,2010,3223,TRUE
FRED10,2010,2235,TRUE
HARY10,2010,3822,TRUE
HEWT10,2010,8528,FALSE
HILD10,2010,1050,TRUE
HTOP10,2010,4788,TRUE
ISLA10,2010,5505,FALSE
JANW10,2010,2904,TRUE
JERE10,2010,4979,TRUE
LARR10,2010,6104,TRUE
LOPZ10,2010,6896,TRUE
MERL10,2010,6723,FALSE
MOLY10,2010,6065,TRUE
N7RD10,2010,7635,TRUE
NASP10,2010,5509,TRUE
NBEN10,2010,3916,TRUE
NPOL10,2010,2590,TRUE
NSWL10,2010,6127,FALSE
NWES10,2010,4640,FALSE
NWTR10,2010,7145,TRUE
NXRD10,2010,4966,TRUE
PINS10,2010,7048,FALSE
PITA10,2010,6094,TRUE
PLAZ10,2010,6914,TRUE
PMPE10,2010,3185,TRUE
POLA10,2010,5907,TRUE
RATL10,2010,2703,TRUE
RAUL10,2010,5461,TRUE
REED10,2010,9358,TRUE
ROSE10,2010,7065,TRUE
SAND10,2010,9205,TRUE
SCAC10,2010,5936,FALSE
SCOB10,2010,6701,TRUE
SCRP10,2010,3842,FALSE
SFBS10,2010,3106,TRUE
SFLA10,2010,4999,TRUE
SFLC10,2010,3669,TRUE
SFLS10,2010,2884,TRUE
SFLW10,2010,12048,TRUE
SHIC10,2010,3597,TRUE
SING10,2010,3469,TRUE
SR7010,2010,4364,TRUE
SWSE10,2010,2430,TRUE
TP1110,2010,4174,TRUE
TP3910,2010,5102,TRUE
TRTL10,2010,7306,TRUE
TWEN10,2010,5246,FALSE
VALL10,2010,3171,TRUE
WCAC10,2010,5902,FALSE
WCUL10,2010,5848,FALSE
WLIN10,2010,2306,TRUE
WVAL10,2010,3807,TRUE
ANGB11,2011,6023,TRUE
ANGL11,2011,6245,FALSE
ATNT11,2011,712,FALSE
BCHB11,2011,1265,TRUE
BEAR11,2011,2192,TRUE
BIGL11,2011,6950,TRUE
BINX11,2011,6798,FALSE
BLAR11,2011,1664,TRUE
BNCH11,2011,2619,TRUE
BOBB11,2011,6909,TRUE
BUBO11,2011,4775,FALSE
CABS11,2011,5498,TRUE
CATB11,2011,6054,FALSE
CATE11,2011,4725,FALSE
CHET11,2011,5156,TRUE
CHSR11,2011,910,TRUE
CHTB11,2011,1955,TRUE
CIRC11,2011,1872,TRUE
CLAS11,2011,5924,TRUE
COPS11,2011,9973,TRUE
COTG11,2011,2248,TRUE
CRMB11,2011,1244,TRUE
CRSM11,2011,6044,TRUE
CRSN11,2011,2179,FALSE
CURY11,2011,7926,TRUE
DEER11,2011,6221,TRUE
DICE11,2011,9979,TRUE
EAGB11,2011,992,TRUE
EAGR11,2011,2959,TRUE
EBAY11,2011,5855,TRUE
FENC11,2011,3623,FALSE
FNCY11,2011,1991,TRUE
FRED11,2011,4050,TRUE
HARY11,2011,3503,TRUE
HEWT11,2011,5193,FALSE
HILD11,2011,1964,TRUE
HTOP11,2011,3715,TRUE
ISLA11,2011,6117,FALSE
JANW11,2011,5247,TRUE
JERE11,2011,4315,TRUE
LARR11,2011,6293,TRUE
LOPZ11,2011,7772,TRUE
MERL11,2011,6080,FALSE
MITA11,2011,826,TRUE
MOLY11,2011,4969,TRUE
NBEN11,2011,4879,TRUE
NPOL11,2011,3503,TRUE
NRXD11,2011,6844,TRUE
NSWL11,2011,4224,FALSE
NURS11,2011,3564,TRUE
NWES11,2011,4104,FALSE
NWTR11,2011,5582,TRUE
PINE11,2011,5199,FALSE
PINS11,2011,7355,FALSE
PITA11,2011,3241,TRUE
PLAZ11,2011,7340,TRUE
PMPE11,2011,3193,TRUE
POLA11,2011,6064,TRUE
RATL11,2011,3257,TRUE
RAUL11,2011,5198,TRUE
REED11,2011,9144,TRUE
ROSE11,2011,5373,TRUE
SAND11,2011,7778,TRUE
SCAC11,2011,6997,FALSE
SCOB11,2011,4366,TRUE
SCRP11,2011,1693,FALSE
SFBS11,2011,4681,TRUE
SFLA11,2011,4878,TRUE
SFLC11,2011,2383,TRUE
SFLS11,2011,4288,TRUE
SFLW11,2011,10421,TRUE
SHIC11,2011,4146,TRUE
SING11,2011,3717,TRUE
SWSE11,2011,3449,TRUE
TP1111,2011,4661,TRUE
TP3911,2011,5117,TRUE
TRTL11,2011,6750,TRUE
TWEN11,2011,5804,FALSE
VALL11,2011,4188,TRUE
WCAC11,2011,5291,FALSE
WLIN11,2011,3873,FALSE
WVAL11,2011,4460,TRUE
ANGB12,2012,7492,TRUE
ANGL12,2012,6051,TRUE
BIGL12,2012,7699,TRUE
BINX12,2012,7396,FALSE
BLAR12,2012,3031,TRUE
BNCH12,2012,3025,TRUE
BOBB12,2012,8122,TRUE
BUBO12,2012,4460,FALSE
CABS12,2012,5473,TRUE
CATB12,2012,6376,FALSE
CATE12,2012,5019,FALSE
CHET12,2012,4911,TRUE
CHTB12,2012,2109,TRUE
CHUR12,2012,2077,TRUE
CIRB12,2012,1102,TRUE
CIRC12,2012,2076,TRUE
CLAS12,2012,6074,TRUE
COPS12,2012,7724,TRUE
COTG12,2012,2977,TRUE
CRMB12,2012,3265,TRUE
CRSM12,2012,5327,TRUE
CRSN12,2012,3463,FALSE
CURY12,2012,6370,TRUE
DEER12,2012,6652,TRUE
DICE12,2012,9374,TRUE
EAGB12,2012,1896,TRUE
EAGR12,2012,1527,TRUE
EBAY12,2012,8517,TRUE
FENC12,2012,5072,FALSE
FNCY12,2012,1586,TRUE
FRED12,2012,3026,TRUE
HARY12,2012,5770,FALSE
HEWT12,2012,8426,FALSE
HILD12,2012,2809,TRUE
HTOP12,2012,2707,TRUE
ISLA12,2012,2314,FALSE
JANW12,2012,7901,TRUE
JERE12,2012,4831,TRUE
LARR12,2012,3268,TRUE
LOPZ12,2012,6488,TRUE
MERL12,2012,7201,FALSE
MOLY12,2012,6177,TRUE
NBEN12,2012,8764,TRUE
NENE12,2012,10726,TRUE
NPOL12,2012,5140,TRUE
NSWL12,2012,2415,FALSE
NURS12,2012,4636,TRUE
NWES12,2012,2739,FALSE
NWTR12,2012,6588,TRUE
NXRD12,2012,4712,TRUE
PINS12,2012,9420,FALSE
PITA12,2012,4285,TRUE
PLAZ12,2012,9246,TRUE
POLA12,2012,2344,TRUE
RATL12,2012,4195,FALSE
RAUL12,2012,8776,TRUE
REED12,2012,7725,TRUE
ROSE12,2012,3984,TRUE
SAND12,2012,3038,TRUE
SCAB12,2012,1005,TRUE
SCAC12,2012,6848,FALSE
SCOB12,2012,6872,TRUE
SCRP12,2012,4028,FALSE
SFBS12,2012,4696,TRUE
SFLA12,2012,11065,TRUE
SFLC12,2012,3120,TRUE
SFLS12,2012,4605,TRUE
SHIC12,2012,5912,TRUE
SING12,2012,4511,TRUE
SWSE12,2012,5629,TRUE
TP3912,2012,6533,TRUE
TRTL12,2012,6351,TRUE
TWEN12,2012,6407,FALSE
VALL12,2012,7058,FALSE
WCAC12,2012,3541,FALSE
WLIN12,2012,4107,FALSE
WVAL12,2012,5009,TRUE
ANGB13,2013,5333,TRUE
ANGL13,2013,4030,TRUE
BEBY13,2013,2949,TRUE
BIGL13,2013,7422,TRUE
BINX13,2013,6465,FALSE
BLAR13,2013,4877,TRUE
BLRB13,2013,1696,TRUE
BNCH13,2013,4898,TRUE
BOBB13,2013,10092,TRUE
BUBO13,2013,3984,TRUE
CABS13,2013,7791,TRUE
CATB13,2013,8277,FALSE
CATE13,2013,4797,FALSE
CHET13,2013,2043,TRUE
CHTB13,2013,5133,TRUE
CHUR13,2013,4363,FALSE
CIRC13,2013,1556,TRUE
CLAS13,2013,4571,TRUE
COPS13,2013,8356,TRUE
COTG13,2013,2570,TRUE
CRMB13,2013,3193,TRUE
CRSM13,2013,7254,TRUE
CRSN13,2013,5152,FALSE
CURY13,2013,4785,TRUE
DEER13,2013,6652,TRUE
DICE13,2013,7267,TRUE
EAGB13,2013,1950,TRUE
EAGR13,2013,1225,TRUE
EBAY13,2013,4390,TRUE
FARS13,2013,7441,TRUE
FENC13,2013,5487,FALSE
FNCY13,2013,2920,TRUE
FRED13,2013,3586,TRUE
HARY13,2013,4223,FALSE
HEWT13,2013,5069,FALSE
HTOP13,2013,2087,TRUE
ISLA13,2013,5329,FALSE
JANW13,2013,3510,TRUE
JERE13,2013,4665,TRUE
JHNN13,2013,1455,TRUE
LOPZ13,2013,5933,TRUE
MERL13,2013,4110,FALSE
MOLY13,2013,4940,TRUE
N18E13,2013,6106,TRUE
N7RD13,2013,3998,TRUE
NASP13,2013,4598,TRUE
NBEN13,2013,6115,TRUE
NENE13,2013,6550,TRUE
NPOL13,2013,3727,TRUE
NSWL13,2013,3012,FALSE
NURS13,2013,5228,TRUE
NWES13,2013,3899,FALSE
NWTR13,2013,5348,TRUE
NXRD13,2013,2037,TRUE
PINE13,2013,4612,FALSE
PINS13,2013,9014,FALSE
PITA13,2013,2444,TRUE
PLAZ13,2013,6762,TRUE
PMPE13,2013,2741,TRUE
RATL13,2013,4042,FALSE
RAUL13,2013,12011,TRUE
REDB13,2013,1313,FALSE
REED13,2013,6239,TRUE
ROSE13,2013,3355,TRUE
SAND13,2013,6286,TRUE
SCAC13,2013,6915,FALSE
SCOB13,2013,9493,TRUE
SCRP13,2013,4937,FALSE
SFBS13,2013,6594,TRUE
SFLA13,2013,2194,TRUE
SFLC13,2013,2822,TRUE
SFLS13,2013,8459,TRUE
SHIC13,2013,6801,TRUE
SING13,2013,4289,TRUE
SWSE13,2013,4791,TRUE
TP1113,2013,2733,FALSE
TP3913,2013,7121,TRUE
TRTL13,2013,5353,TRUE
TWEN13,2013,5613,FALSE
VALL13,2013,2547,TRUE
WCAC13,2013,2973,FALSE
WCOP13,2013,1232,FALSE
WCPR13,2013,2602,TRUE
WLIN13,2013,4148,FALSE
WVAL13,2013,3456,TRUE
ANGB14,2014,2226,TRUE
ANNI14,2014,7182,TRUE
BEBY14,2014,4349,TRUE
BIGL14,2014,4918,TRUE
BINX14,2014,7593,FALSE
BLRB14,2014,3379,TRUE
BNCH14,2014,4738,TRUE
BOBB14,2014,10748,TRUE
CATB14,2014,5017,FALSE
CATE14,2014,7983,FALSE
CHET14,2014,3430,TRUE
CHUR14,2014,9486,FALSE
CIRC14,2014,1413,TRUE
CLAS14,2014,4757,TRUE
COPS14,2014,9566,TRUE
COTG14,2014,2968,TRUE
CRMB14,2014,2612,TRUE
CRSM14,2014,5422,TRUE
CRSN14,2014,4255,FALSE
CURY14,2014,5475,TRUE
DEER14,2014,6055,TRUE
DICE14,2014,6345,TRUE
EAGB14,2014,2398,TRUE
EAGR14,2014,2837,TRUE
EBAY14,2014,5092,TRUE
ELIN14,2014,3810,TRUE
FENC14,2014,5203,FALSE
FNCY14,2014,4331,TRUE
FRED14,2014,7045,TRUE
HARY14,2014,7456,FALSE
HEWT14,2014,6788,FALSE
ISLA14,2014,2386,FALSE
JANN14,2014,457,TRUE
JANW14,2014,3192,TRUE
JERE14,2014,8205,TRUE
LOPZ14,2014,7188,TRUE
MERL14,2014,4708,FALSE
MIDS14,2014,5478,TRUE
MOLY14,2014,6126,TRUE
N18E14,2014,11780,TRUE
N7RD14,2014,4675,TRUE
NASP14,2014,3298,TRUE
NBEN14,2014,4946,TRUE
NBNB14,2014,3306,TRUE
NENE14,2014,4238,TRUE
NPOL14,2014,4001,TRUE
NSWL14,2014,3855,FALSE
NURS14,2014,4326,FALSE
NWES14,2014,4665,FALSE
NWTR14,2014,5344,TRUE
PINE14,2014,9940,FALSE
PINS14,2014,7188,FALSE
PITA14,2014,1956,TRUE
PLAZ14,2014,8466,TRUE
PMPE14,2014,1997,TRUE
RATL14,2014,5793,TRUE
RAUL14,2014,4027,TRUE
REED14,2014,6122,TRUE
ROSE14,2014,4588,TRUE
SAND14,2014,6062,TRUE
SCOB14,2014,9532,TRUE
SCRP14,2014,5194,FALSE
SFLA14,2014,4836,TRUE
SFLC14,2014,2646,TRUE
SFLS14,2014,4689,TRUE
SHIC14,2014,7833,TRUE
SING14,2014,4117,TRUE
SLAK14,2014,1344,TRUE
SWSE14,2014,4826,TRUE
TP1114,2014,4270,TRUE
TP3914,2014,6049,TRUE
TRTL14,2014,10170,TRUE
TWEN14,2014,5400,FALSE
VALL14,2014,2197,TRUE
WCOP14,2014,3190,FALSE
WCPR14,2014,1778,TRUE
WLIN14,2014,4976,FALSE
WVAL14,2014,4538,TRUE
